FID,INTERACTION_ID,INTERACTIONS
364927,592846,10
786858,618740,10
550229,388302,10
4167,345861,10
318849,311387,10
532230,395506,10
786858,712107,10
498700,366713,10
347348,321969,10
511798,366713,10
445796,366713,10
538722,239748,10
656588,190081,10
543116,531162,10
786858,509709,10
561649,537227,10
601317,321969,10
786858,516116,10
657052,245579,10
460287,447817,10
495045,10636,10
374189,211088,10
446775,284679,10
524440,1D7E33ACA5B25AFA46F6ED3D6C7520DB8752104B,10
507187,537227,10
509955,400028,10
813935,537227,10
441008,230238,10
425571,537227,10
419871,321969,10
14174,494541,10
460287,262566,10
786858,313244,10
338373,245017,10
514366,20909,10
786858,543033,10
324808,14954,10
327165,436577,10
509388,321969,10
786858,361224,10
195117,8152,10
460287,640994,10
391862,321969,10
1918,602,10
471508,366713,10
278653,214570,10
511871,385955,10
472896,602,10
308536,6596,10
395008,374498,10
284439,482804,10
725881,299524,10
519582,537227,10
786858,701059,10
14537,20909,10
370404,537227,10
350228,315697,10
443310,531162,10
509544,519769,10
324808,277944,10
449748,14351,10
434202,330471,10
753817,20909,10
386287,633693,10
537227,504903,10
308536,19129,10
511241,446697,10
786858,445544,10
441803,441404,10
639323,444797,10
821566,398978,10
786858,328909,10
725881,449044,10
786858,712160,10
388571,248226,10
816433,278653,10
422233,321969,10
512821,321969,10
786858,360767,10
537227,426050,10
520276,7464,10
786858,404623,10
570030,602,10
786858,454233,10
490963,12142,10
650888,287806,10
563445,516618,10
786858,360741,10
509542,321969,10
406815,404330,10
537227,536555,10
423678,385955,10
218369,327165,10
786858,543029,10
600593,12142,10
737006,247143,10
243719,15983,10
434202,420880,10
324808,313318,10
535243,269321,10
509578,475488,10
278406,602,10
324808,330947,10
786858,581366,10
330582,12741,10
20596,285462,10
355110,458767,10
813944,537227,10
450425,343261,10
500861,483365,10
786858,527295,10
194405,236812,10
816347,12741,10
725881,445890,10
285462,428341,10
435160,281836,10
542585,501794,10
509011,321969,10
538388,334811,10
488371,537227,10
460608,287136,10
531162,511972,10
415856,565051,10
786858,520854,10
342855,311933,10
292506,479174,10
230147,359298,10
716094,196215,10
507805,514136,10
410789,472,10
460287,247018,10
725881,534116,10
670648,306404,10
608768,537227,10
460287,463072,10
786858,513876,10
816433,622603,10
285998,401491,10
786858,364971,10
725881,520408,10
462351,426178,10
502908,294370,10
284439,14351,10
327687,602,10
786858,276989,10
786858,364962,10
460287,326271,10
480682,253127,10
502528,501087,10
230147,815708,10
374189,193350,10
213434,12741,10
511241,511557,10
356297,565051,10
284439,420657,10
786858,392201,10
606589,602,10
537227,242904,10
285462,236210,10
513728,15983,10
535045,533799,10
273490,321969,10
460287,246871,10
460287,297980,10
530826,385955,10
537227,433335,10
473807,385955,10
537227,514985,10
486464,321969,10
670648,511704,10
371507,12142,10
786858,254498,10
670648,682487,10
460287,451344,10
570310,388302,10
335897,335897,10
16821,10636,10
724351,191327,10
511809,511759,10
436144,602,10
218142,579848,10
473086,257345,10
453993,321969,10
415305,629486,10
377731,408746,10
461031,512578,10
428341,281836,10
284439,230065,10
509028,434358,10
250739,509624,10
520378,269856,10
495449,12741,10
718946,12741,10
563445,559165,10
405598,10636,10
400242,234796,10
786858,494329,10
511674,353819,10
511792,321969,10
601169,239FA6E762297D37748EE7E9D4112A00192B2365,10
460287,364973,10
786858,278705,10
449044,247143,10
516359,459311,10
348814,565051,10
284439,613381,10
11129,17114,10
725881,787636,10
475343,12741,10
786858,259023,10
535243,515078,10
475093,19253,10
518386,321969,10
542151,388302,10
816433,10946,10
702530,811127,10
416455,321969,10
460287,318213,10
816433,243300,10
537227,475253,10
418881,321969,10
786858,508666,10
786858,495106,10
327687,13404,10
786599,249958,10
475253,537227,10
816906,806160,10
134068,385955,10
765705,406410,10
725881,688732,10
460287,274079,10
364927,482018,10
725881,379701,10
538388,383877,10
563445,767690,10
725881,432702,10
537227,372263,10
460287,16148,10
537227,314051,10
725881,542533,10
324808,255210,10
460287,258564,10
786858,423774,10
537227,446806,10
308045,2904,10
396088,366713,10
786858,462755,10
388571,302556,10
460287,474716,10
786858,261357,10
725881,790191,10
465392,727319,10
211734,420229,10
516505,368021,10
521334,316051,10
557420,321969,10
784952,20909,10
249202,321969,10
816433,313283,10
440283,321969,10
488848,20909,10
506572,317794,10
284439,389456,10
632282,622955,10
812349,537227,10
517081,12741,10
234568,20909,10
400242,353548,10
514036,700763,10
563445,511650,10
239748,264222,10
330020,15983,10
498134,371670,10
508030,565051,10
253127,8152,10
480642,385955,10
430244,535238,10
725881,445961,10
418296,802613,10
324808,251894,10
781326,721638,10
473086,515588,10
512864,245124,10
421422,449176,10
260228,321969,10
563445,435204,10
385303,366713,10
531343,388302,10
221578,195916,10
725881,582175,10
277296,236636,10
816433,262938,10
596970,343261,10
537227,315616,10
221578,221578,10
460287,534,10
725881,438225,10
416398,4482,10
421572,537227,10
6806,784003,10
786858,308372,10
725881,507226,10
460287,518694,10
374189,7633,10
473086,545300,10
537227,519582,10
475326,20909,10
786858,788146,10
423311,525136,10
478227,385955,10
532024,436577,10
537227,535201,10
261245,9270,10
605632,321969,10
403090,422233,10
506845,296315,10
537227,612196,10
786858,291566,10
284439,5179,10
786858,497350,10
507129,537227,10
324808,328441,10
727946,211693,10
659920,385955,10
482366,20909,10
786858,455478,10
786858,528294,10
426211,366713,10
431436,531162,10
418296,537379,10
786858,497306,10
698054,321969,10
711156,258848,10
514448,311387,10
538652,537227,10
786858,431004,10
537227,582722,10
504903,321969,10
531162,333524,10
487640,537227,10
502561,321969,10
821566,279037,10
767062,250884,10
563445,451344,10
260657,535389,10
475488,201043,10
537227,434317,10
786858,491365,10
537227,543448,10
324808,253424,10
372614,230238,10
433335,537227,10
504631,537243,10
419991,485415,10
191503,243719,10
531162,299645,10
440252,321969,10
275419,721638,10
330195,321969,10
670648,491751,10
425589,385955,10
537227,536469,10
314555,12741,10
412805,321969,10
399756,321969,10
484391,321969,10
521603,388302,10
405259,537227,10
527771,238394,10
671558,20909,10
725881,514901,10
301202,292927,10
294147,12741,10
455571,12239,10
385955,281836,10
512750,602,10
725881,365872,10
601045,239748,10
420540,3,10
472885,518807,10
821566,315944,10
527172,236812,10
460287,422910,10
738110,479735,10
330943,602,10
335153,343261,10
719412,327898,10
460287,694208,10
702530,230238,10
518832,537227,10
460287,722082,10
507911,360196,10
786858,691068,10
278653,535674,10
786858,669074,10
219038,602,10
237884,237884,10
511741,501087,10
354417,426178,10
537227,257872,10
514120,281836,10
725881,509827,10
258113,537227,10
600593,448043,10
410409,531162,10
272116,514448,10
460287,328124,10
473086,604756,10
645767,328836,10
499008,281836,10
20596,196648,10
1110,1110,10
531162,439393,10
812204,535389,10
598368,531162,10
288927,12142,10
460287,501052,10
786858,258247,10
460287,789173,10
612367,321969,10
596847,343261,10
191893,12741,10
725881,524830,10
519360,321969,10
327687,20118,10
408746,757535,10
537227,324096,10
478791,263574,10
511842,443909,10
537227,531649,10
689085,593657,10
194604,386287,10
299388,20909,10
480498,24005,10
537227,746554,10
786858,690748,10
262301,621285,10
642075,408038,10
390940,734400,10
500244,602,10
786858,317714,10
513850,385955,10
324808,377380,10
725881,249902,10
725881,210343,10
738110,9606,10
506155,20910,10
537227,363526,10
405579,408285,10
786858,540654,10
786858,624203,10
265108,409926,10
786858,526886,10
396644,193958,10
786858,250794,10
354748,321969,10
514036,302913,10
500861,247143,10
246847,12142,10
786858,342995,10
234616,304503,10
284439,657551,10
786858,394081,10
786858,507845,10
368412,4482,10
550835,321969,10
475488,294780,10
533965,14230,10
528465,366713,10
256829,20909,10
475598,1725,10
390126,12142,10
431880,191770,10
478752,385955,10
426050,537227,10
415305,515078,10
520276,436577,10
449793,483462,10
484336,230238,10
514107,321969,10
621285,669527,10
347364,17356,10
385793,435984,10
798992,99,10
777877,366713,10
786858,514102,10
250167,565051,10
461146,385955,10
786858,764783,10
295814,366713,10
263685,311933,10
234616,230238,10
499635,366713,10
786858,541559,10
786858,460826,10
2558,20910,10
272116,477292,10
374189,4448,10
18570,3174,10
786858,277683,10
516359,816651,10
653758,12741,10
531162,501832,10
657052,492691,10
218142,502908,10
786858,561655,10
449044,245124,10
418296,434862,10
446852,253127,10
260657,247143,10
311933,4564,10
434202,539956,10
460287,412316,10
439881,1356,10
504202,531162,10
537227,517425,10
505633,292951,10
563445,535054,10
623304,321969,10
669067,320215,10
531162,417735,10
536590,321969,10
670648,428272,10
786858,636484,10
509273,455666,10
473086,726029,10
564350,321969,10
374189,376535,10
725881,816010,10
789091,689260,10
306237,531162,10
416401,421001,10
816433,444841,10
284439,618795,10
229658,602,10
422334,602,10
234616,353603,10
497116,466111,10
498134,420915,10
725881,793339,10
213545,213545,10
638748,385955,10
400227,366713,10
511538,385955,10
450425,433599,10
349816,321969,10
460287,694817,10
810046,15211,10
311933,446697,10
273254,321969,10
374189,395445,10
786858,569199,10
449882,429188,10
446806,537227,10
425967,385955,10
324808,303872,10
262938,544047,10
289935,321969,10
561649,20909,10
670648,517600,10
450425,444307,10
513034,388302,10
786858,749487,10
284439,816387,10
460287,312486,10
626605,321969,10
617685,12142,10
505108,321969,10
260433,420657,10
427349,354775,10
612988,321969,10
621286,12142,10
473086,354795,10
20286,12142,10
396644,12299,10
381295,230238,10
786858,364996,10
270228,781098,10
460287,405205,10
460287,521830,10
554100,1918,10
418321,321969,10
504011,602,10
337710,321969,10
420374,602,10
269694,311933,10
817204,385955,10
502908,483365,10
530355,321969,10
500861,1918,10
816433,426065,10
418760,321969,10
644823,2211,10
318908,627306,10
324808,265440,10
517424,537227,10
311436,1356,10
412625,537227,10
593548,343261,10
348611,565051,10
458767,645771,10
401302,645771,10
374189,249839,10
519822,238853,10
262301,268567,10
580929,537227,10
535243,253127,10
526579,9152,10
612743,238032,10
786858,793437,10
508591,469678,10
738073,4290,10
285900,281836,10
460287,508644,10
784952,602,10
374189,195916,10
532258,525109,10
786858,775190,10
284439,7992,10
10946,364483,10
504131,784003,10
272116,463031,10
531162,404134,10
513728,415368,10
330943,20909,10
488661,366713,10
280346,321969,10
786858,510153,10
537227,403782,10
20596,508261,10
370162,322662,10
531395,388302,10
446697,2904,10
537227,812345,10
595979,230238,10
786858,530292,10
501087,506958,10
291789,192631,10
691626,366713,10
385830,633693,10
408746,631749,10
423311,784277,10
573591,321969,10
786858,361131,10
689080,537227,10
563445,2C8F6F28B1C3724AF06240DC5A1F56735F6FD63D,10
502908,466111,10
657052,509256,10
460287,372824,10
420540,455119,10
456555,248226,10
786858,264732,10
786858,259152,10
418316,485965,10
511529,385955,10
327687,238853,10
812204,418270,10
786858,542335,10
786858,514718,10
11155,533603,10
473086,261179,10
440523,366713,10
260657,338870,10
426167,490435,10
754768,321969,10
311825,537227,10
324808,236600,10
725881,314051,10
437591,531162,10
482366,602,10
285998,308426,10
786858,507822,10
284439,368422,10
761818,798912,10
486341,513345,10
260657,296241,10
786858,306411,10
531162,528812,10
503435,230238,10
516720,20909,10
651603,321969,10
537227,309005,10
618050,404871,10
324096,537227,10
499906,321969,10
460287,511809,10
229658,20909,10
563445,F494297F7F1C6A0471206DF6712DAEA7BA812630,10
284439,737532,10
554100,680,10
243719,422334,10
725881,496237,10
307899,14885,10
445864,407704,10
465392,694296,10
786858,777877,10
532944,315256,10
516256,321969,10
786858,364978,10
385955,573885,10
424407,366713,10
786858,294948,10
725881,539435,10
332469,247143,10
821566,343971,10
693371,781098,10
250667,537227,10
308284,385955,10
816433,446324,10
813511,385955,10
192490,12142,10
608640,3,10
537227,497788,10
543559,343261,10
436163,20909,10
592735,236812,10
530559,537227,10
725881,684364,10
786858,386851,10
355110,369922,10
409573,2904,10
9270,232704,10
762365,12741,10
14537,768795,10
508570,385955,10
531162,347285,10
786858,428323,10
500861,321969,10
512864,460867,10
479482,770139,10
192337,531162,10
255216,531162,10
403782,537227,10
409622,343261,10
725881,464170,10
695592,397668,10
725881,658742,10
468256,340034,10
725881,810068,10
627306,531162,10
500861,8152,10
786858,562201,10
814451,14351,10
192317,12741,10
355110,483031,10
725881,257872,10
591674,537227,10
786858,528195,10
370263,688666,10
355068,20429,10
536237,17727,10
443960,366713,10
535243,511741,10
521334,511746,10
284439,499405,10
597729,343261,10
614700,12741,10
786858,448641,10
278653,405875,10
524440,C582DE2C9C7B2D8D175A9F14A7CFEE45804F9502,10
455932,321969,10
377111,409857,10
725881,586508,10
725881,336203,10
511453,385955,10
786858,599949,10
476033,791218,10
323144,245579,10
400437,17106,10
375583,808754,10
786858,587993,10
347625,637319,10
786858,365009,10
506416,388302,10
250671,602,10
537227,530223,10
478357,385955,10
537227,507481,10
644823,236636,10
270228,807808,10
617448,234616,10
281450,455463,10
460287,401960,10
348611,602,10
397392,20909,10
461852,766203,10
535243,230238,10
516359,518260,10
506340,531162,10
601169,39FDAF28F17322BD63E96EA6667724BA7C1D1269,10
524440,3C15C29FD3CCB6B83E1B45842431054D906C3D6F,10
524440,BCAA9A65B98FD411685A9C324D05CD937E025C57,10
425496,366713,10
514128,321969,10
260657,12626,10
278653,291712,10
409852,565051,10
517153,385955,10
601169,E8E3952361E1B310C6C7A0EAB33492164FD7B3A1,10
737041,250884,10
786858,328220,10
329898,253127,10
563445,417059,10
269141,385955,10
301202,379673,10
284439,2802,10
537227,815549,10
786858,516311,10
507911,380455,10
531162,531564,10
600593,8152,10
379926,250884,10
392980,D431E431553453CF41898A39D69D7AE82947E193,10
13874,403619,10
563445,542783,10
601169,F4C917A397A6F078DB4D2B085DC70E960AD8028A,10
520276,403619,10
460287,671868,10
421765,512133,10
786858,681233,10
554100,366713,10
786858,434018,10
786858,510554,10
284439,24128,10
336594,20909,10
403619,576,10
224529,784003,10
400242,288927,10
301202,504991,10
394023,321969,10
787177,216511,10
382384,14958,10
292506,8152,10
509403,366713,10
608527,ABC6D0B8EBA090C823371B6E093A482E4ABF09B8,10
218142,332469,10
695592,602,10
531162,255216,10
473086,382940,10
786858,532525,10
489156,390563,10
374189,192631,10
512937,537227,10
460287,398355,10
816433,403517,10
419174,388302,10
786858,252392,10
513103,385955,10
449882,479006,10
399932,300898,10
524440,BDCFDC4DBFDADE34C3935594A885C1D7C4292474,10
563445,0EE1197B70BE343D14DF72A67395343004312F8B,10
563445,712B79A19AEB914B18388EFE86B046D85A80AF7A,10
478906,230238,10
278653,236391,10
693372,388302,10
288821,253127,10
500861,230147,10
501102,230238,10
343622,10144,10
725881,307569,10
702530,279037,10
453385,321969,10
725881,448132,10
511518,385955,10
537227,516711,10
816387,422334,10
314647,12741,10
460287,326671,10
287136,526510,10
541270,321969,10
524440,01B95D448D3C97A91A6AA3D31EDAE722BA2EB78F,10
725881,392620,10
385793,404913,10
486468,753297,10
501052,357393,10
537227,392477,10
786858,302748,10
624995,262357,10
473086,408309,10
467135,15696,10
786858,527798,10
450425,504343,10
521317,281289,10
516720,390604,10
460287,532083,10
642075,509028,10
482887,385955,10
731451,24814088083CA6A22B14B8601A2C26DA89B006DF,10
725881,785320,10
476117,537227,10
403278,321969,10
537227,591674,10
537227,314195,10
460287,411829,10
477748,356635,10
473086,496569,10
786858,298334,10
418296,481404,10
348611,20909,10
238032,463031,10
413352,449488,10
460287,516130,10
460287,293719,10
537227,518832,10
16098,342680,10
460287,294858,10
482366,565051,10
284439,1626,10
406564,354417,10
786858,419939,10
486341,511798,10
292506,621418,10
441177,388302,10
786858,296061,10
508849,537227,10
287136,517425,10
786858,251705,10
525443,A9BE80E85836025C2928F08A4EECEAC07F58B4DC,10
283144,541292,10
531162,4482,10
284991,645771,10
509166,321969,10
279987,321969,10
473086,723767,10
511102,3827,10
786858,250798,10
522165,12142,10
481802,451622,10
508560,321969,10
786858,614523,10
444797,312248,10
725881,281204,10
192359,531162,10
460287,393839,10
537227,810356,10
324808,244452,10
537227,476117,10
725881,545300,10
537227,449488,10
254524,537227,10
670648,307182,10
420540,653407,10
537227,520309,10
284439,621443,10
436577,8942,10
460287,771877,10
519551,602,10
460287,399658,10
403450,400028,10
598941,343261,10
278653,491543,10
595979,12142,10
537227,795283,10
284439,631242,10
434202,430312,10
511881,385955,10
455930,537227,10
786858,361137,10
413352,253744,10
420540,644212,10
410789,527681,10
766444,421765,10
511908,321969,10
509028,247143,10
518115,537227,10
284439,509047,10
786858,316737,10
318908,511674,10
473086,359338,10
475275,8086,10
284439,300265,10
440080,297075,10
450425,322405,10
514537,501087,10
725881,644542,10
415374,385955,10
330020,230147,10
460287,501367,10
427926,321969,10
531269,269321,10
406564,385830,10
542585,420657,10
786858,543763,10
284439,248762,10
563445,520622,10
725881,684296,10
728865,537227,10
16098,403619,10
473086,234616,10
786858,300284,10
784952,565051,10
479482,486126,10
514075,400198,10
473086,513221,10
456735,565051,10
410577,440766,10
284439,9135,10
786858,18610,10
195255,531162,10
438085,602,10
465392,527247,10
260996,321969,10
500474,374408,10
711351,258848,10
497352,418671,10
334050,420657,10
270504,2904,10
473277,537227,10
460287,673262,10
644823,7951,10
533945,14230,10
563445,406815,10
537227,393526,10
374189,21674,10
490852,13006,10
275519,8446,10
450425,508425,10
786858,335459,10
258335,321969,10
229621,565051,10
195279,721638,10
786858,468640,10
601326,320215,10
324808,257935,10
700922,366713,10
460287,753612,10
460287,309555,10
260657,305843,10
705407,236812,10
516720,606671,10
263664,438981,10
537227,428515,10
587570,364927,10
506893,531162,10
13833,645771,10
3103,3,10
786858,358937,10
512133,430462,10
776123,537227,10
529634,321969,10
14261,534239,10
511359,531162,10
685204,321969,10
568898,12741,10
478308,321969,10
460287,437136,10
526753,241763,10
306404,309857,10
194207,12741,10
524440,70949EF8BA884E9CA60727C2DB06384114CFE2DA,10
396644,21431,10
395131,501794,10
460287,789134,10
535824,565051,10
285998,452094,10
512250,211693,10
543810,343261,10
601058,E8E3952361E1B310C6C7A0EAB33492164FD7B3A1,10
260657,520276,10
19379,385955,10
7687,565051,10
786858,360506,10
725881,498500,10
404627,270678,10
725881,766039,10
537227,289236,10
813910,537227,10
812204,810064,10
262301,448502,10
452010,321969,10
214025,12142,10
235512,508723,10
635298,781098,10
396659,653407,10
396659,307751,10
786858,673749,10
513842,24005,10
581006,343261,10
396644,762,10
522899,321969,10
519325,230238,10
400227,406418,10
373566,14537,10
12626,520280,10
509273,441067,10
593114,343261,10
537227,324380,10
786858,255410,10
429694,281836,10
786858,450572,10
537227,509600,10
524440,A17D35B2C7F9E4F6F109CB234C6B58AA2D616E86,10
601169,B159210A74C4B64F24A0E88600A6C47A5F092021,10
285462,442770,10
423311,285462,10
643547,321969,10
234616,817246,10
642075,230238,10
502775,502862,10
600855,13201,10
737038,321969,10
718636,445335,10
401724,366713,10
432341,321969,10
537227,812305,10
740824,824650,10
265506,645771,10
279267,12741,10
558495,12741,10
553811,2845,10
516505,513444,10
292268,12741,10
725881,789628,10
786858,521403,10
733770,12193,10
634810,8176F1176BFCAC84E6F20F81CE4214E9A84B99BA,10
214569,4482,10
531162,385823,10
238394,12142,10
509840,385955,10
436577,6596,10
537227,521516,10
3642,3,10
286367,321969,10
440220,FD24E9397B728826B3AF36C8D4E91F23F4C9EF5C,10
524440,C1075D1609A61C8F25301DA55742EFA8E5C4AC2C,10
312211,230238,10
260657,19328,10
399884,321969,10
322803,537227,10
486464,230238,10
596037,343261,10
363526,537227,10
440555,602,10
673391,343261,10
284439,434449,10
786858,231354,10
786858,712178,10
786858,254888,10
725881,507991,10
416401,8152,10
698923,11528,10
287136,535036,10
524440,D5960A70038691372A0439E32D30AAD23E78ED7C,10
234616,527771,10
537227,342459,10
537227,268719,10
460287,637069,10
537227,514505,10
460287,504711,10
786858,267829,10
463031,408746,10
786858,505207,10
725881,591831,10
420925,281289,10
574533,388302,10
465392,496668,10
239534,300898,10
308588,20909,10
537227,488371,10
820040,290313,10
460287,329782,10
234616,253127,10
786858,365050,10
644823,423214,10
476677,12239,10
251103,321969,10
537227,414735,10
415305,618027,10
470188,321969,10
443634,321969,10
460287,431324,10
531162,379149,10
542151,20909,10
372289,227062,10
537227,206368,10
234616,649301,10
634149,12741,10
607837,602,10
473086,510503,10
497095,12142,10
535243,505108,10
788098,232448,10
242047,321969,10
475128,484844,10
786858,652123,10
786858,383049,10
524440,B1F6D7F619B3C069D0860B5180C49494AB80F4FE,10
257872,537227,10
408746,535208,10
448043,515886,10
816651,20909,10
532711,537227,10
460287,779890,10
521334,525641,10
308284,239748,10
306610,227062,10
725881,534592,10
786858,390233,10
563445,616370,10
473086,233030,10
473086,448944,10
786858,492067,10
473086,506756,10
425264,281836,10
531652,442204,10
324808,246841,10
356241,11528,10
234616,511674,10
524440,FC624D616BF66F68D04531EA1E4EB1D2FA8C3581,10
524440,8D2638A785DC4EF54965681F6D1B849514166B64,10
400242,398028,10
747647,321969,10
465392,291628,10
313172,309165,10
238032,637069,10
285998,360262,10
276321,721638,10
524440,AD389EC8A54AE139673EA1002ABD69D0D36EA210,10
786858,447184,10
460287,757443,10
441803,349371,10
447323,14199,10
307412,234616,10
270504,243719,10
521773,506112,10
512238,321969,10
430258,431336,10
671091,12741,10
260657,694817,10
320189,565051,10
284439,334818,10
537227,315057,10
671558,602,10
358032,602,10
355110,602,10
535036,426994,10
472922,434026,10
786858,291733,10
324808,212045,10
531162,409644,10
417735,321969,10
276667,321969,10
268530,537227,10
374189,21114,10
509382,247143,10
484844,253127,10
415305,251596,10
786858,722004,10
284439,408746,10
512750,813488,10
509186,230238,10
379149,531162,10
698573,17727,10
417162,523720,10
512930,321969,10
786858,661552,10
816433,340897,10
324808,255129,10
285998,326702,10
460287,497752,10
535199,650888,10
8106,193928,10
786858,262150,10
524440,5070D0D0680C78EC79E1BEEB83C9B5DA8BF0836F,10
740497,824705,10
478713,385955,10
416401,253127,10
725881,509838,10
284679,20909,10
324808,305500,10
512482,535208,10
725881,530605,10
485052,537227,10
812204,305150,10
447233,262383,10
389808,531162,10
503907,449301,10
561649,602,10
786858,700813,10
415305,408777,10
786858,729300,10
543424,300898,10
538230,502793,10
492032,593657,10
413352,481945,10
460843,815AA2EA8EB303356EC3B1ED92A54C5BB23DBE4A,10
455965,417554,10
469106,265323,10
694834,388302,10
607837,20909,10
786858,746704,10
531162,279037,10
786858,399240,10
573641,12741,10
393891,509412,10
636798,292506,10
449748,368021,10
629937,505108,10
622336,537227,10
324808,236222,10
476145,475698,10
484844,419610,10
284439,2745,10
816433,414708,10
460287,496999,10
400227,1356,10
516359,269321,10
449009,232653,10
563445,385411,10
786858,525421,10
540637,12741,10
489156,406088,10
434340,517132,10
537227,572656,10
355110,428669,10
751524,366713,10
725881,506107,10
473086,19389,10
357640,768035,10
786858,654845,10
449301,531162,10
478830,12239,10
777877,230238,10
432671,388302,10
786858,331174,10
501087,516025,10
473086,519392,10
434561,537227,10
243013,537227,10
500861,248172,10
428412,531162,10
324808,241096,10
288232,321969,10
473086,265169,10
420540,562555,10
813931,537227,10
420359,385793,10
288152,12741,10
440220,D6D7D5D0FBA677F41E0A6DCE3DAF0A100162CA52,10
602,5179,10
621870,343261,10
662445,12741,10
516720,456503,10
483156,366713,10
460287,415388,10
478906,20909,10
370108,12741,10
563445,99,10
449044,408777,10
725881,492806,10
292927,321969,10
786858,436797,10
410568,12741,10
284439,621225,10
541719,385955,10
613002,409350,10
260657,191327,10
563445,212474,10
786858,515581,10
537227,534361,10
625770,537227,10
400242,17195,10
612196,537227,10
483892,321969,10
460287,770214,10
259720,21071,10
593494,1D298166142B8C632FF975D2BC8C3D7779467CA8,10
601169,C59CCE277059468AB51F2371E66C5E2C7E231D92,10
460287,326390,10
622955,452105,10
431233,431233,10
452746,531162,10
786858,448711,10
218142,542442,10
786858,287697,10
401137,230238,10
560942,366713,10
502908,435501,10
537227,514572,10
524440,A710494F14251B83CB4F8E76506EB5E65674B1E4,10
725881,518922,10
563445,424006,10
314464,443825,10
5701,20909,10
725881,447561,10
7799,20111,10
508059,343261,10
260657,777100,10
812204,6622,10
516711,537227,10
284439,502568,10
473086,307345,10
479482,218142,10
382802,4567,10
416704,602,10
770214,321969,10
524440,E57DAB3D3DDCDEAA49EDF0F57F3D8869E525EF38,10
700283,602,10
548063,321969,10
285604,20909,10
786858,784649,10
525590,537227,10
224026,230238,10
460287,354255,10
460843,C859DCFF49A90835612E76E09367F6D548087E5B,10
786858,282957,10
694817,13893,10
725881,394725,10
517117,537227,10
521334,13203,10
473086,357078,10
357393,12142,10
460287,289295,10
501095,537227,10
434202,385823,10
786858,515264,10
419741,12,10
794949,12741,10
786858,273138,10
786858,616985,10
786858,251592,10
450425,597093,10
521516,537227,10
635743,565051,10
439952,262357,10
494540,10636,10
786858,538447,10
786858,246224,10
519142,388302,10
285604,602,10
502379,366713,10
4167,214447,10
460287,432927,10
508530,385955,10
500861,436577,10
786858,523185,10
725881,250242,10
747413,15211,10
521334,316004,10
278653,432789,10
657052,499932,10
786858,276071,10
478830,478830,10
786858,512251,10
660617,721638,10
375394,20910,10
498929,537227,10
500861,336022,10
442858,537227,10
465392,635814,10
285462,415368,10
421747,366713,10
346080,602,10
512534,767,10
287136,514036,10
404834,321969,10
537227,498929,10
786858,390006,10
465392,250772,10
454819,248506,10
487633,355110,10
537227,517670,10
438822,321969,10
423036,379676,10
257049,537227,10
315697,414258,10
601169,ED747C5FE0F93C4435821A1809F89B0AE179AFE9,10
656467,2433,10
318908,542585,10
749938,20909,10
475598,415368,10
786858,524072,10
392018,230238,10
460287,512217,10
514448,218142,10
563445,580899,10
504131,247143,10
460287,482984,10
786858,516730,10
226972,531162,10
788275,99,10
516505,409781,10
285462,423036,10
531162,344719,10
284439,421661,10
450425,484420,10
401271,404467,10
563445,00139954B1BD112861C553692E2BDBA99B86C572,10
503862,385955,10
507179,537227,10
786858,544730,10
537227,622336,10
563445,693FEE273D7BA631ED93F52FA33770B61E05E8F1,10
460843,71223230B1B4E77CA387F1F95448D8F7772051E7,10
786858,258577,10
434202,239748,10
537227,421572,10
460287,707904,10
702530,694195,10
13803,304106,10
545446,385955,10
254435,343261,10
725881,446858,10
599029,388302,10
718636,285462,10
7910,9353,10
421774,321969,10
816433,500861,10
374189,293461,10
434202,360623,10
260657,511184,10
818796,602,10
473086,384521,10
500988,500235,10
812204,15211,10
460287,323746,10
601169,A5F24B29D624DC96031C494DABE501C569137D7B,10
601169,91ED14846317CD8F916FD6784111DC75BC6F4B52,10
195117,449009,10
423036,426178,10
460287,427907,10
418296,488848,10
512079,565051,10
423457,314464,10
524440,FCF0A4D2ECE254E576377358CA9E17A25DAC4B9C,10
535238,652934,10
725881,589204,10
446852,366713,10
786858,533391,10
480721,262357,10
324808,246161,10
227886,645FD4033890A3CD080A915F9635DAB22A630E5E,10
460287,7941,10
17356,420359,10
786858,258023,10
17064,15983,10
537227,311825,10
460287,428157,10
11782,243719,10
460287,279019,10
461351,602,10
786858,302042,10
525443,BA37E5A2F34E552165926B140E03872653893A22,10
812204,419991,10
461134,602,10
224529,475488,10
537227,601844,10
503111,342717,10
786858,567216,10
816433,502524,10
448613,20909,10
537227,814994,10
460287,191780,10
625770,306404,10
537227,400075,10
514075,239748,10
725881,483595,10
356241,15983,10
540468,321969,9
537227,307421,9
331026,321969,9
515309,537227,9
786858,743158,9
218142,669707,9
460287,14963,9
787642,419741,9
786858,702281,9
317907,758919,9
725881,723912,9
377895,366713,9
786858,242641,9
509382,404871,9
262301,14396,9
417519,321969,9
778208,384087,9
786858,735572,9
466877,12142,9
786858,375588,9
441309,308032,9
537227,267066,9
396644,13121,9
464802,20909,9
699129,645771,9
460287,789146,9
501244,539,9
768795,14537,9
269812,531162,9
545558,570226,9
324808,257033,9
284439,285462,9
472922,472060,9
463031,508926,9
460287,502617,9
427349,801826,9
566020,537227,9
516392,20909,9
670648,332949,9
786858,683798,9
234796,3642,9
427542,455463,9
601423,408681,9
4973,7474,9
196045,386770,9
